,sentence,masked_word
5414,"[MASK]’s true, but I’m a little afraid of living with robots.",That
5415,It was a prize [MASK] attracted people’s attention.,that
5416,It was a sad decision [MASK] they made together.,that
5417,"She is still fighting for a world [MASK] is free from the displaced, the homeless, and the hopeless.",that
5418,"The world [MASK] she wants may not come easily, but she keeps striving for it.",that
5419, I think [MASK] we should have school uniforms.,that
5420,"Third, when we wear school uniforms, we can feel [MASK] we belong to our school.",that
5421,I think [MASK] we should also have school uniforms in the United States.,that
5422,Filmmaking is an elective class [MASK] is very popular in my school.  ,that
5423,This is the greatest experience [MASK] I’ve had in my school life.  ,that
5424,Rudolf was sure [MASK] an adventure was waiting for him.,that
5425,"Behind the card man, Rudolf saw a building [MASK] had the dentist’s office and some shops on the first two floors.  ",that
5426,Rudolf did not think [MASK] he should tell her about the cards.,that
5427,He realized [MASK] every door on [MASK] floor was green.,that
5428,Michio wanted to visit and experience [MASK] place for himself.  ,that
5429,"For one summer, Michio lived among the Inuit people in [MASK] Alaskan village.  ",that
5430,"[MASK] summer, he became a part of the Alaskan wilderness, too.",That
5431,[MASK] is the magic of photographs.  ,That
5432,"I want two lemons, [MASK] peaches, and two packs of cherries, please.",three
5433,My party starts at [MASK].,three
5434,We spent [MASK] hours there!,three
5435,"In a cafeteria, [MASK] classmates are talking about scary things.",three
5436,"I live there with my parents, grandparents, two uncles, [MASK] aunts, and [MASK] cousins.",three
5437,"It's the world's second largest country, but its population is only thirty-[MASK] million.",three
5438,I’ve been a member of the volleyball team for [MASK] years.  ,three
5439,Only [MASK] words were written on it The Green Door.  ,three
5440,I haven’t eaten for [MASK] days.,three
5441,A man who also received a card [MASK] his away in front of Rudolf.  ,threw
5442,"Many cards were [MASK] away on the street, but they were all for the dentist.",thrown
5443,"It was interesting, but I got [MASK].",tired
5444,[MASK] is Monday.,Today
5445,"Erika, how are you [MASK]?",today
5446,"It’s warm and sunny [MASK], so I’m going to ride my bike to the park.",today
5447,I used a wheelchair for the first time in my life [MASK].,today
5448,I read about ukiyo-e and Japanese pop culture [MASK].,today
5449,[MASK] aloha shirts are known around the world as example of Hawaiian culture.,Today
5450,"[MASK], I saw the game at Yankee Stadium.",Today
5451,I enjoyed the event [MASK].,today
5452,The children in [MASK]’s video don’t know that cacao is made into chocolate.,today
5453,I was glad to learn about fair trade [MASK].,today
5454,"[MASK], let’s talk about living with robots.",Today
5455,Let's keep in [MASK].,touch
5456,It took about one hour from London to Oxford by [MASK].,train
5457,"Take the Ginza Line to Aoyama-itchome, and change [MASK] there.",trains
5458,It’s the [MASK] on Track 2.,train
5459,It’s [MASK] the books.,under
5460,They work [MASK] unfair conditions.,under
5461,A mother was singing to her little girl [MASK] the tree.,under
5462,"In 1989, the government put her [MASK] house arrest to stop the movement.",under
5463,Wait in a safe place [MASK] it stops.,until
5464,I’m taking a [MASK].,video
5465,The children in today’s [MASK] don’t know that cacao is made into chocolate.,video
5466,"On New Year’s Day, we [MASK] a shrine early in the morning.  ",visited
5467,We [MASK] a big shrine.  ,visited
5468,I'm going to [MASK] the U.K. next week.,visit
5469,What's the purpose of your [MASK]?,visit
5470,Sawyer [MASK] the aquarium every day to see her.,visits
5471,She [MASK] Hawaii to study English during her summer vacation.,visited
5472,But I want to [MASK] it someday.,visit
5473,"She wanted to [MASK] him in the U.K., but she could not leave her suffering people behind.",visit
5474,Michio wanted to [MASK] and experience that place for himself.  ,visit
5475,"Tsutomu’s Italian [MASK] trainer once said to him, Your [MASK] is a gift from God, and also from your father.",voice
5476,You’re the only one in the world with a [MASK] like that.,voice
5477,We can feel the brightness and sadness of Okinawa through his beautiful [MASK] in his song Sugarcane Fields.,voice
5478,I heard a weak [MASK].,voice
5479,The girl’s [MASK] became weaker and weaker.,voice
5480,Deepa is [MASK] the cook.,watching
5481,What are the people [MASK]?,watching
5482,"They’re [MASK] henmen, a traditional Chinese art.",watching
5483,We [MASK] a music show on TV.  ,watched
5484,Those eyes are [MASK] us!,watching
5485,"In the evening, I [MASK] a soccer game on TV.",watched
5486,I [MASK] some programs in Brazil.,watched
5487,Kota is drinking [MASK].,water
5488,"Second, people in developing countries can get cleaner [MASK] by boiling it with a solar cooker.",water
5489,Drinking [MASK] from rivers and lakes is one of the biggest causes of disease.,water
5490,"There are other examples of this energy, such as [MASK], wind, and natural heat in the ground.",water
5491,May I have some [MASK]?,water
5492,Its [MASK] power produces about eighty percent of Brazil's electricity.,water
5493,[MASK]’s my dictionary?,Where
5494,[MASK]’s my eraser?,Where
5495,[MASK] are my pencils?,Where
5496,[MASK] did you travel this winter?,Where
5497,[MASK] is the restaurant?  ,Where
5498,[MASK] are you going to stay?,Where
5499,"Deepa, [MASK] did you go on Career Day?",where
5500,[MASK] should we get off ?,Where
5501,When and [MASK] shall we meet?,where
5502,"[MASK] do you speak at home, English or Portuguese?",Which
5503,[MASK] bus goes to the Palace Theater?,Which
5504,[MASK] line should I take from Aoyama-itchome?,Which
5505,"After a [MASK], the boy stopped crying and quietly died.  ",while
5506,"After a [MASK], the woman opened her eyes. ",while
5507,[MASK] book is that?,Whose
5508,"Collecting wood is hard work, especially for [MASK] and children.  ",women
5509,Is she the [MASK] Ms. Baker talked about?,woman
5510,A young [MASK] stood there.  ,woman
5511,"After a while, the [MASK] opened her eyes. ",woman
5512,"The [MASK] looked at Rudolf calmly, and smiled.",woman
5513,The [MASK] began to eat and told him about herself.  ,woman
5514,"Nobody, answered the [MASK].  ",woman
5515,The [MASK] is full of interesting places.,world
5516,You’re the only one in the [MASK] with a voice like that.,world
5517,Now El Sistema is one of the most famous educational programs in the [MASK].,world
5518,More than one third of the people in the [MASK] burn firewood indoors to cook.  ,world
5519,Sometimes a simple idea has the power to change the [MASK] for the better.,world
5520,"It's the [MASK]'s second largest country, but its population is only thirty-three million.",world
5521,Today aloha shirts are known around the [MASK] as example of Hawaiian culture.,world
5522,Cultures are mixing and the [MASK] is becoming smaller.,world
5523,It's a small [MASK]!,world
5524,It's the largest river in the [MASK].,world
5525,That forest produces about twenty percent of the [MASK]'s oxygen.,world
5526,The Amazon is treasure of the [MASK].,world
5527,Come and discover the [MASK] of fair trade.,world
5528,"Millions of people have listened to them at concerts or on TV not only in Japan, but also around the [MASK].",world
5529,The [MASK] recognized her efforts for democracy and human rights.,world
5530,"She is still fighting for a [MASK] that is free from the displaced, the homeless, and the hopeless.",world
5531,"The [MASK] that she wants may not come easily, but she keeps striving for it.",world
5532,"In New York, I’ve met people from all over the [MASK].  ",world
5533,"Well, don’t [MASK] about it.",worry
5534,"First, if we have school uniforms, we do not have to [MASK] about what to wear every day.",worry
5535,[MASK] you like some more?,Would
5536,[MASK] you like another piece of meat loaf?,Would
5537,[MASK] you like to come with me?,Would
5538,[MASK] this down.,Write
5539,Do you [MASK] original music?,write
5540,You [MASK] about Boston.,wrote
5541,You [MASK] your message at 4:25 a.m. Japan time.,wrote
5542,Is the year [MASK] in the book?,written
5543,Please [MASK] back if you have time.,write
5544,Only three words were [MASK] on it The Green Door.  ,written
5545,He [MASK] a letter to the mayor of the village.  ,wrote
5546,"It took six months, but the mayor [MASK] back.  ",wrote
5547,Once he [MASK] about flying to the tundra to photograph caribou.  ,wrote
5548,"We only have one life to live, [MASK] Michio.  ",wrote
5549,[MASK] this down.,Write
5550,Do you [MASK] original music?,write
5551,You [MASK] about Boston.,wrote
5552,You [MASK] your message at 4:25 a.m. Japan time.,wrote
5553,Is the year [MASK] in the book?,written
5554,Please [MASK] back if you have time.,write
5555,Only three words were [MASK] on it The Green Door.  ,written
5556,He [MASK] a letter to the mayor of the village.  ,wrote
5557,"It took six months, but the mayor [MASK] back.  ",wrote
5558,Once he [MASK] about flying to the tundra to photograph caribou.  ,wrote
5559,"We only have one life to live, [MASK] Michio.  ",wrote
5560,A [MASK] girl was singing to a little boy.,young
5561,A [MASK] woman stood there.  ,young
5562,Is it [MASK]?,yours
5563,"I don’t want to lose [MASK], either.",yours
5564,"I lived in Japan before, and I have been a big fan of [MASK] since then.",yours
5565,"I want to play soccer [MASK] in the future, too.",abroad
5566,"To play [MASK] is not easy, but I really want to try.",abroad
5567,Ben ran [MASK] the bridge and came to talk to Mary.,across
5568,It’s [MASK] noon.,almost
5569,That's [MASK] twice the size of Japan.,almost
5570,But my host mother [MASK] gives me too much food.,always
5571,Saki’s host family [MASK] takes her to interesting places.,always
5572,There is [MASK] an adventure just around the corner . . .,always
5573,Do you know the [MASK] of Australia?,animals
5574,"Usually, he doesn’t talk about [MASK].",animals
5575,We love the nature and [MASK] in her books.,animals
5576,Let’s compare sea [MASK].,animals
5577,The blue whale is the largest of all [MASK].,animals
5578,This movie is a true story of the bond between people and [MASK].,animals
5579,The rain forest of the Amazon has many unique [MASK].,animals
5580,"These [MASK] have been there for a long time, but they're losing their home now.",animals
5581,I want to become a scientist and do something for the plants and [MASK] of the Amazon.,animals
5582,Michio saw how humans and [MASK] shared the land.  ,animals
5583,He often camped in severe weather to photograph [MASK] in the wild.  ,animals
5584,Let’s check your [MASK].,answers
5585,Teacher’s  [MASK],answer
5586,Teacher’s [MASK],answer
5587,I [MASK].,answered
5588,"Nobody, [MASK] the woman.  ",answered
5589,And don’t ask [MASK].,anyone
5590,Is there [MASK] you’ve seen before?,anyone
5591,"Mr. Suzuki, a journalist, showed us [MASK] the office.",around
5592,Universal design products are all [MASK] us.,around
5593,Japanese Pop Culture [MASK] the World,around
5594,Today aloha shirts are known [MASK] the world as example of Hawaiian culture.,around
5595,They have been passed [MASK] to many musicians.,around
5596,"Millions of people have listened to them at concerts or on TV not only in Japan, but also [MASK] the world.",around
5597,Rudolf looked [MASK] more carefully in the hallway.  ,around
5598,There is always an adventure just [MASK] the corner . . .,around
5599,"For 19 years, he traveled [MASK] Alaska as a photographer.  ",around
5600,"Tsutomu wanted to [MASK] a minister, too.",become
5601,Winter [MASK] his best friend.,becomes
5602,"In this program, children can borrow instruments and [MASK] a member of an orchestra.",become
5603,Maybe even kawaii culture can [MASK] a part of Japanese tradition.,become
5604,We [MASK] very good friends.,became
5605,Cultures are mixing and the world is [MASK] smaller.,becoming
5606,I want to [MASK] a scientist and do something for the plants and animals of the Amazon.,become
5607,This has [MASK] the best memory of my junior high school days so far.,become
5608,The girl’s voice [MASK] weaker and weaker.,became
5609,Our dreams are [MASK] reality.,becoming
5610,"That summer, he [MASK] a part of the Alaskan wilderness, too.",became
5611,I usually study [MASK] dinner.,before
5612,My life is happier than [MASK].,before
5613,Many Doraemon fans celebrated his 100-year [MASK] birthday.,before
5614,"I knew little about them [MASK], but I learned that both are much loved in foreign countries.",before
5615,"I lived in Japan [MASK], and I have been a big fan of yours since then.",before
5616,I’ve seen it [MASK].,before
5617,I’ve never seen it [MASK].,before
5618,I’ve never seen such a beautiful temple [MASK]!,before
5619,I’ve never seen such a beautiful aurora [MASK].,before
5620,Is there anyone you’ve seen [MASK]?,before
